"","year","week","UF","status_sars","n_sars","min_sars","max_sars","cases","deaths","status_flu","n_flu","min_flu","max_flu"
"697",2009,25,"Santa Catarina","Dado estável. Sujeito a pequenas alterações.",22,22,22,NA,NA,"Dado estável. Sujeito a pequenas alterações.",10,10,10
"698",2009,25,"São Paulo","Dado estável. Sujeito a pequenas alterações.",180,180,180,NA,NA,"Dado estável. Sujeito a pequenas alterações.",86,86,86
"699",2009,25,"Sergipe","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"700",2009,25,"Tocantins","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"701",2009,26,"Acre","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"702",2009,26,"Alagoas","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"703",2009,26,"Amapá","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"704",2009,26,"Amazonas","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"705",2009,26,"Bahia","Dado estável. Sujeito a pequenas alterações.",21,21,21,NA,NA,"Dado estável. Sujeito a pequenas alterações.",11,11,11
"706",2009,26,"Brasil","Dado estável. Sujeito a pequenas alterações.",545,545,545,NA,NA,"Dado estável. Sujeito a pequenas alterações.",298,298,298
"707",2009,26,"Ceará","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"708",2009,26,"Distrito Federal","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"709",2009,26,"Espírito Santo","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"710",2009,26,"Goiás","Dado estável. Sujeito a pequenas alterações.",4,4,4,NA,NA,"Dado estável. Sujeito a pequenas alterações.",2,2,2
"711",2009,26,"Maranhão","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",2,2,2
"712",2009,26,"Mato Grosso","Dado estável. Sujeito a pequenas alterações.",3,3,3,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"713",2009,26,"Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.",3,3,3,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"714",2009,26,"Minas Gerais","Dado estável. Sujeito a pequenas alterações.",28,28,28,NA,NA,"Dado estável. Sujeito a pequenas alterações.",11,11,11
"715",2009,26,"Pará","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"716",2009,26,"Paraíba","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"717",2009,26,"Paraná","Dado estável. Sujeito a pequenas alterações.",121,121,121,NA,NA,"Dado estável. Sujeito a pequenas alterações.",79,79,79
"718",2009,26,"Pernambuco","Dado estável. Sujeito a pequenas alterações.",3,3,3,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"719",2009,26,"Piauí","Dado estável. Sujeito a pequenas alterações.",4,4,4,NA,NA,"Dado estável. Sujeito a pequenas alterações.",2,2,2
"720",2009,26,"Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.",60,60,60,NA,NA,"Dado estável. Sujeito a pequenas alterações.",30,30,30
"721",2009,26,"Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.",3,3,3,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"722",2009,26,"Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.",69,69,69,NA,NA,"Dado estável. Sujeito a pequenas alterações.",41,41,41
"723",2009,26,"Rondônia","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"724",2009,26,"Roraima","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"725",2009,26,"Santa Catarina","Dado estável. Sujeito a pequenas alterações.",26,26,26,NA,NA,"Dado estável. Sujeito a pequenas alterações.",9,9,9
"726",2009,26,"São Paulo","Dado estável. Sujeito a pequenas alterações.",190,190,190,NA,NA,"Dado estável. Sujeito a pequenas alterações.",101,101,101
"727",2009,26,"Sergipe","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"728",2009,26,"Tocantins","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"729",2009,27,"Acre","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"730",2009,27,"Alagoas","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"731",2009,27,"Amapá","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"732",2009,27,"Amazonas","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"733",2009,27,"Bahia","Dado estável. Sujeito a pequenas alterações.",7,7,7,NA,NA,"Dado estável. Sujeito a pequenas alterações.",5,5,5
"734",2009,27,"Brasil","Dado estável. Sujeito a pequenas alterações.",605,605,605,NA,NA,"Dado estável. Sujeito a pequenas alterações.",374,374,374
"735",2009,27,"Ceará","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"736",2009,27,"Distrito Federal","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"737",2009,27,"Espírito Santo","Dado estável. Sujeito a pequenas alterações.",3,3,3,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"738",2009,27,"Goiás","Dado estável. Sujeito a pequenas alterações.",7,7,7,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"739",2009,27,"Maranhão","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"740",2009,27,"Mato Grosso","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"741",2009,27,"Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"742",2009,27,"Minas Gerais","Dado estável. Sujeito a pequenas alterações.",20,20,20,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"743",2009,27,"Pará","Dado estável. Sujeito a pequenas alterações.",3,3,3,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"744",2009,27,"Paraíba","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"745",2009,27,"Paraná","Dado estável. Sujeito a pequenas alterações.",138,138,138,NA,NA,"Dado estável. Sujeito a pequenas alterações.",102,102,102
"746",2009,27,"Pernambuco","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"747",2009,27,"Piauí","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"748",2009,27,"Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.",100,100,100,NA,NA,"Dado estável. Sujeito a pequenas alterações.",57,57,57
"749",2009,27,"Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.",5,5,5,NA,NA,"Dado estável. Sujeito a pequenas alterações.",2,2,2
"750",2009,27,"Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.",117,117,117,NA,NA,"Dado estável. Sujeito a pequenas alterações.",92,92,92
"751",2009,27,"Rondônia","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"752",2009,27,"Roraima","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"753",2009,27,"Santa Catarina","Dado estável. Sujeito a pequenas alterações.",25,25,25,NA,NA,"Dado estável. Sujeito a pequenas alterações.",9,9,9
"754",2009,27,"São Paulo","Dado estável. Sujeito a pequenas alterações.",167,167,167,NA,NA,"Dado estável. Sujeito a pequenas alterações.",90,90,90
"755",2009,27,"Sergipe","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"756",2009,27,"Tocantins","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"757",2009,28,"Acre","Dado estável. Sujeito a pequenas alterações.",4,4,4,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"758",2009,28,"Alagoas","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",2,2,2
"759",2009,28,"Amapá","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"760",2009,28,"Amazonas","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"761",2009,28,"Bahia","Dado estável. Sujeito a pequenas alterações.",6,6,6,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"762",2009,28,"Brasil","Dado estável. Sujeito a pequenas alterações.",1709,1709,1709,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1114,1114,1114
"763",2009,28,"Ceará","Dado estável. Sujeito a pequenas alterações.",4,4,4,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"764",2009,28,"Distrito Federal","Dado estável. Sujeito a pequenas alterações.",5,5,5,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"765",2009,28,"Espírito Santo","Dado estável. Sujeito a pequenas alterações.",7,7,7,NA,NA,"Dado estável. Sujeito a pequenas alterações.",7,7,7
"766",2009,28,"Goiás","Dado estável. Sujeito a pequenas alterações.",3,3,3,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"767",2009,28,"Maranhão","Dado estável. Sujeito a pequenas alterações.",10,10,10,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"768",2009,28,"Mato Grosso","Dado estável. Sujeito a pequenas alterações.",4,4,4,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"769",2009,28,"Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.",15,15,15,NA,NA,"Dado estável. Sujeito a pequenas alterações.",9,9,9
"770",2009,28,"Minas Gerais","Dado estável. Sujeito a pequenas alterações.",66,66,66,NA,NA,"Dado estável. Sujeito a pequenas alterações.",32,32,32
"771",2009,28,"Pará","Dado estável. Sujeito a pequenas alterações.",13,13,13,NA,NA,"Dado estável. Sujeito a pequenas alterações.",11,11,11
"772",2009,28,"Paraíba","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"773",2009,28,"Paraná","Dado estável. Sujeito a pequenas alterações.",345,345,345,NA,NA,"Dado estável. Sujeito a pequenas alterações.",261,261,261
"774",2009,28,"Pernambuco","Dado estável. Sujeito a pequenas alterações.",5,5,5,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"775",2009,28,"Piauí","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"776",2009,28,"Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.",286,286,286,NA,NA,"Dado estável. Sujeito a pequenas alterações.",183,183,183
"777",2009,28,"Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.",6,6,6,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"778",2009,28,"Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.",314,314,314,NA,NA,"Dado estável. Sujeito a pequenas alterações.",250,250,250
"779",2009,28,"Rondônia","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"780",2009,28,"Roraima","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"781",2009,28,"Santa Catarina","Dado estável. Sujeito a pequenas alterações.",91,91,91,NA,NA,"Dado estável. Sujeito a pequenas alterações.",43,43,43
"782",2009,28,"São Paulo","Dado estável. Sujeito a pequenas alterações.",518,518,518,NA,NA,"Dado estável. Sujeito a pequenas alterações.",296,296,296
"783",2009,28,"Sergipe","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"784",2009,28,"Tocantins","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"785",2009,29,"Acre","Dado estável. Sujeito a pequenas alterações.",4,4,4,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"786",2009,29,"Alagoas","Dado estável. Sujeito a pequenas alterações.",7,7,7,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"787",2009,29,"Amapá","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"788",2009,29,"Amazonas","Dado estável. Sujeito a pequenas alterações.",3,3,3,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"789",2009,29,"Bahia","Dado estável. Sujeito a pequenas alterações.",24,24,24,NA,NA,"Dado estável. Sujeito a pequenas alterações.",7,7,7
"790",2009,29,"Brasil","Dado estável. Sujeito a pequenas alterações.",3622,3622,3622,NA,NA,"Dado estável. Sujeito a pequenas alterações.",2361,2361,2361
"791",2009,29,"Ceará","Dado estável. Sujeito a pequenas alterações.",10,10,10,NA,NA,"Dado estável. Sujeito a pequenas alterações.",5,5,5
"792",2009,29,"Distrito Federal","Dado estável. Sujeito a pequenas alterações.",13,13,13,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"793",2009,29,"Espírito Santo","Dado estável. Sujeito a pequenas alterações.",15,15,15,NA,NA,"Dado estável. Sujeito a pequenas alterações.",9,9,9
"794",2009,29,"Goiás","Dado estável. Sujeito a pequenas alterações.",7,7,7,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"795",2009,29,"Maranhão","Dado estável. Sujeito a pequenas alterações.",7,7,7,NA,NA,"Dado estável. Sujeito a pequenas alterações.",7,7,7
"796",2009,29,"Mato Grosso","Dado estável. Sujeito a pequenas alterações.",14,14,14,NA,NA,"Dado estável. Sujeito a pequenas alterações.",5,5,5
"797",2009,29,"Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.",24,24,24,NA,NA,"Dado estável. Sujeito a pequenas alterações.",11,11,11
"798",2009,29,"Minas Gerais","Dado estável. Sujeito a pequenas alterações.",133,133,133,NA,NA,"Dado estável. Sujeito a pequenas alterações.",79,79,79
"799",2009,29,"Pará","Dado estável. Sujeito a pequenas alterações.",12,12,12,NA,NA,"Dado estável. Sujeito a pequenas alterações.",6,6,6
"800",2009,29,"Paraíba","Dado estável. Sujeito a pequenas alterações.",6,6,6,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"801",2009,29,"Paraná","Dado estável. Sujeito a pequenas alterações.",829,829,829,NA,NA,"Dado estável. Sujeito a pequenas alterações.",603,603,603
"802",2009,29,"Pernambuco","Dado estável. Sujeito a pequenas alterações.",18,18,18,NA,NA,"Dado estável. Sujeito a pequenas alterações.",6,6,6
"803",2009,29,"Piauí","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"804",2009,29,"Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.",612,612,612,NA,NA,"Dado estável. Sujeito a pequenas alterações.",412,412,412
"805",2009,29,"Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.",11,11,11,NA,NA,"Dado estável. Sujeito a pequenas alterações.",4,4,4
"806",2009,29,"Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.",562,562,562,NA,NA,"Dado estável. Sujeito a pequenas alterações.",435,435,435
"807",2009,29,"Rondônia","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"808",2009,29,"Roraima","Dado estável. Sujeito a pequenas alterações.",7,7,7,NA,NA,"Dado estável. Sujeito a pequenas alterações.",4,4,4
"809",2009,29,"Santa Catarina","Dado estável. Sujeito a pequenas alterações.",202,202,202,NA,NA,"Dado estável. Sujeito a pequenas alterações.",120,120,120
"810",2009,29,"São Paulo","Dado estável. Sujeito a pequenas alterações.",1098,1098,1098,NA,NA,"Dado estável. Sujeito a pequenas alterações.",630,630,630
"811",2009,29,"Sergipe","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"812",2009,29,"Tocantins","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"813",2009,30,"Acre","Dado estável. Sujeito a pequenas alterações.",4,4,4,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"814",2009,30,"Alagoas","Dado estável. Sujeito a pequenas alterações.",0,0,0,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"815",2009,30,"Amapá","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"816",2009,30,"Amazonas","Dado estável. Sujeito a pequenas alterações.",11,11,11,NA,NA,"Dado estável. Sujeito a pequenas alterações.",8,8,8
"817",2009,30,"Bahia","Dado estável. Sujeito a pequenas alterações.",32,32,32,NA,NA,"Dado estável. Sujeito a pequenas alterações.",19,19,19
"818",2009,30,"Brasil","Dado estável. Sujeito a pequenas alterações.",7073,7073,7073,NA,NA,"Dado estável. Sujeito a pequenas alterações.",4739,4739,4739
"819",2009,30,"Ceará","Dado estável. Sujeito a pequenas alterações.",18,18,18,NA,NA,"Dado estável. Sujeito a pequenas alterações.",4,4,4
"820",2009,30,"Distrito Federal","Dado estável. Sujeito a pequenas alterações.",34,34,34,NA,NA,"Dado estável. Sujeito a pequenas alterações.",17,17,17
"821",2009,30,"Espírito Santo","Dado estável. Sujeito a pequenas alterações.",42,42,42,NA,NA,"Dado estável. Sujeito a pequenas alterações.",26,26,26
"822",2009,30,"Goiás","Dado estável. Sujeito a pequenas alterações.",12,12,12,NA,NA,"Dado estável. Sujeito a pequenas alterações.",6,6,6
"823",2009,30,"Maranhão","Dado estável. Sujeito a pequenas alterações.",14,14,14,NA,NA,"Dado estável. Sujeito a pequenas alterações.",8,8,8
"824",2009,30,"Mato Grosso","Dado estável. Sujeito a pequenas alterações.",13,13,13,NA,NA,"Dado estável. Sujeito a pequenas alterações.",8,8,8
"825",2009,30,"Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.",37,37,37,NA,NA,"Dado estável. Sujeito a pequenas alterações.",17,17,17
"826",2009,30,"Minas Gerais","Dado estável. Sujeito a pequenas alterações.",264,264,264,NA,NA,"Dado estável. Sujeito a pequenas alterações.",153,153,153
"827",2009,30,"Pará","Dado estável. Sujeito a pequenas alterações.",23,23,23,NA,NA,"Dado estável. Sujeito a pequenas alterações.",10,10,10
"828",2009,30,"Paraíba","Dado estável. Sujeito a pequenas alterações.",6,6,6,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"829",2009,30,"Paraná","Dado estável. Sujeito a pequenas alterações.",2698,2698,2698,NA,NA,"Dado estável. Sujeito a pequenas alterações.",2100,2100,2100
"830",2009,30,"Pernambuco","Dado estável. Sujeito a pequenas alterações.",37,37,37,NA,NA,"Dado estável. Sujeito a pequenas alterações.",9,9,9
"831",2009,30,"Piauí","Dado estável. Sujeito a pequenas alterações.",3,3,3,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"832",2009,30,"Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.",901,901,901,NA,NA,"Dado estável. Sujeito a pequenas alterações.",567,567,567
"833",2009,30,"Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.",12,12,12,NA,NA,"Dado estável. Sujeito a pequenas alterações.",4,4,4
"834",2009,30,"Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.",764,764,764,NA,NA,"Dado estável. Sujeito a pequenas alterações.",584,584,584
"835",2009,30,"Rondônia","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"836",2009,30,"Roraima","Dado estável. Sujeito a pequenas alterações.",5,5,5,NA,NA,"Dado estável. Sujeito a pequenas alterações.",4,4,4
"837",2009,30,"Santa Catarina","Dado estável. Sujeito a pequenas alterações.",405,405,405,NA,NA,"Dado estável. Sujeito a pequenas alterações.",255,255,255
"838",2009,30,"São Paulo","Dado estável. Sujeito a pequenas alterações.",1731,1731,1731,NA,NA,"Dado estável. Sujeito a pequenas alterações.",936,936,936
"839",2009,30,"Sergipe","Dado estável. Sujeito a pequenas alterações.",3,3,3,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"840",2009,30,"Tocantins","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"841",2009,31,"Acre","Dado estável. Sujeito a pequenas alterações.",7,7,7,NA,NA,"Dado estável. Sujeito a pequenas alterações.",4,4,4
"842",2009,31,"Alagoas","Dado estável. Sujeito a pequenas alterações.",9,9,9,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"843",2009,31,"Amapá","Dado estável. Sujeito a pequenas alterações.",1,1,1,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"844",2009,31,"Amazonas","Dado estável. Sujeito a pequenas alterações.",12,12,12,NA,NA,"Dado estável. Sujeito a pequenas alterações.",9,9,9
"845",2009,31,"Bahia","Dado estável. Sujeito a pequenas alterações.",59,59,59,NA,NA,"Dado estável. Sujeito a pequenas alterações.",38,38,38
"846",2009,31,"Brasil","Dado estável. Sujeito a pequenas alterações.",11190,11190,11190,NA,NA,"Dado estável. Sujeito a pequenas alterações.",7463,7463,7463
"847",2009,31,"Ceará","Dado estável. Sujeito a pequenas alterações.",27,27,27,NA,NA,"Dado estável. Sujeito a pequenas alterações.",6,6,6
"848",2009,31,"Distrito Federal","Dado estável. Sujeito a pequenas alterações.",131,131,131,NA,NA,"Dado estável. Sujeito a pequenas alterações.",63,63,63
"849",2009,31,"Espírito Santo","Dado estável. Sujeito a pequenas alterações.",79,79,79,NA,NA,"Dado estável. Sujeito a pequenas alterações.",50,50,50
"850",2009,31,"Goiás","Dado estável. Sujeito a pequenas alterações.",23,23,23,NA,NA,"Dado estável. Sujeito a pequenas alterações.",17,17,17
"851",2009,31,"Maranhão","Dado estável. Sujeito a pequenas alterações.",11,11,11,NA,NA,"Dado estável. Sujeito a pequenas alterações.",0,0,0
"852",2009,31,"Mato Grosso","Dado estável. Sujeito a pequenas alterações.",43,43,43,NA,NA,"Dado estável. Sujeito a pequenas alterações.",23,23,23
"853",2009,31,"Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.",72,72,72,NA,NA,"Dado estável. Sujeito a pequenas alterações.",21,21,21
"854",2009,31,"Minas Gerais","Dado estável. Sujeito a pequenas alterações.",385,385,385,NA,NA,"Dado estável. Sujeito a pequenas alterações.",199,199,199
"855",2009,31,"Pará","Dado estável. Sujeito a pequenas alterações.",35,35,35,NA,NA,"Dado estável. Sujeito a pequenas alterações.",17,17,17
"856",2009,31,"Paraíba","Dado estável. Sujeito a pequenas alterações.",15,15,15,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"857",2009,31,"Paraná","Dado estável. Sujeito a pequenas alterações.",5092,5092,5092,NA,NA,"Dado estável. Sujeito a pequenas alterações.",4230,4230,4230
"858",2009,31,"Pernambuco","Dado estável. Sujeito a pequenas alterações.",43,43,43,NA,NA,"Dado estável. Sujeito a pequenas alterações.",12,12,12
"859",2009,31,"Piauí","Dado estável. Sujeito a pequenas alterações.",6,6,6,NA,NA,"Dado estável. Sujeito a pequenas alterações.",2,2,2
"860",2009,31,"Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.",976,976,976,NA,NA,"Dado estável. Sujeito a pequenas alterações.",537,537,537
"861",2009,31,"Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.",28,28,28,NA,NA,"Dado estável. Sujeito a pequenas alterações.",7,7,7
"862",2009,31,"Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.",695,695,695,NA,NA,"Dado estável. Sujeito a pequenas alterações.",509,509,509
"863",2009,31,"Rondônia","Dado estável. Sujeito a pequenas alterações.",10,10,10,NA,NA,"Dado estável. Sujeito a pequenas alterações.",2,2,2
"864",2009,31,"Roraima","Dado estável. Sujeito a pequenas alterações.",8,8,8,NA,NA,"Dado estável. Sujeito a pequenas alterações.",5,5,5
"865",2009,31,"Santa Catarina","Dado estável. Sujeito a pequenas alterações.",865,865,865,NA,NA,"Dado estável. Sujeito a pequenas alterações.",527,527,527
"866",2009,31,"São Paulo","Dado estável. Sujeito a pequenas alterações.",2549,2549,2549,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1176,1176,1176
"867",2009,31,"Sergipe","Dado estável. Sujeito a pequenas alterações.",4,4,4,NA,NA,"Dado estável. Sujeito a pequenas alterações.",2,2,2
"868",2009,31,"Tocantins","Dado estável. Sujeito a pequenas alterações.",5,5,5,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"869",2009,32,"Acre","Dado estável. Sujeito a pequenas alterações.",6,6,6,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"870",2009,32,"Alagoas","Dado estável. Sujeito a pequenas alterações.",6,6,6,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"871",2009,32,"Amapá","Dado estável. Sujeito a pequenas alterações.",2,2,2,NA,NA,"Dado estável. Sujeito a pequenas alterações.",1,1,1
"872",2009,32,"Amazonas","Dado estável. Sujeito a pequenas alterações.",19,19,19,NA,NA,"Dado estável. Sujeito a pequenas alterações.",9,9,9
"873",2009,32,"Bahia","Dado estável. Sujeito a pequenas alterações.",70,70,70,NA,NA,"Dado estável. Sujeito a pequenas alterações.",35,35,35
"874",2009,32,"Brasil","Dado estável. Sujeito a pequenas alterações.",10606,10606,10606,NA,NA,"Dado estável. Sujeito a pequenas alterações.",6727,6727,6727
"875",2009,32,"Ceará","Dado estável. Sujeito a pequenas alterações.",26,26,26,NA,NA,"Dado estável. Sujeito a pequenas alterações.",3,3,3
"876",2009,32,"Distrito Federal","Dado estável. Sujeito a pequenas alterações.",169,169,169,NA,NA,"Dado estável. Sujeito a pequenas alterações.",79,79,79
"877",2009,32,"Espírito Santo","Dado estável. Sujeito a pequenas alterações.",79,79,79,NA,NA,"Dado estável. Sujeito a pequenas alterações.",42,42,42
