"","UF","status","n","year","week","min","max"
"3305","Tocantins","Dado estável. Sujeito a pequenas alterações.","1",2011,14,"1","1"
"3306","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3307","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3308","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3309","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3310","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3311","Brasil","Dado estável. Sujeito a pequenas alterações.","2",2011,15,"2","2"
"3312","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3313","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3314","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3315","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3316","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3317","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3318","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3319","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3320","Paraná","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3321","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3322","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3323","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3324","Piauí","Dado estável. Sujeito a pequenas alterações.","1",2011,15,"1","1"
"3325","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3326","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","1",2011,15,"1","1"
"3327","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3328","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3329","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3330","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3331","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3332","São Paulo","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3333","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,15,"0","0"
"3334","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3335","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3336","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3337","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3338","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3339","Brasil","Dado estável. Sujeito a pequenas alterações.","6",2011,16,"6","6"
"3340","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3341","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3342","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3343","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3344","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3345","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3346","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3347","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3348","Paraná","Dado estável. Sujeito a pequenas alterações.","1",2011,16,"1","1"
"3349","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3350","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3351","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3352","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3353","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3354","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","2",2011,16,"2","2"
"3355","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3356","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3357","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3358","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3359","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3360","São Paulo","Dado estável. Sujeito a pequenas alterações.","3",2011,16,"3","3"
"3361","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,16,"0","0"
"3362","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3363","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3364","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3365","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3366","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3367","Brasil","Dado estável. Sujeito a pequenas alterações.","9",2011,17,"9","9"
"3368","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3369","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3370","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3371","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3372","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3373","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3374","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3375","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","1",2011,17,"1","1"
"3376","Paraná","Dado estável. Sujeito a pequenas alterações.","3",2011,17,"3","3"
"3377","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3378","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3379","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3380","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3381","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3382","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","3",2011,17,"3","3"
"3383","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3384","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3385","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3386","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","1",2011,17,"1","1"
"3387","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3388","São Paulo","Dado estável. Sujeito a pequenas alterações.","1",2011,17,"1","1"
"3389","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,17,"0","0"
"3390","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3391","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3392","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3393","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3394","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3395","Brasil","Dado estável. Sujeito a pequenas alterações.","6",2011,18,"6","6"
"3396","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3397","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3398","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3399","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3400","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3401","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3402","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3403","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3404","Paraná","Dado estável. Sujeito a pequenas alterações.","2",2011,18,"2","2"
"3405","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3406","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3407","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3408","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3409","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3410","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","1",2011,18,"1","1"
"3411","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3412","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3413","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3414","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","1",2011,18,"1","1"
"3415","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3416","São Paulo","Dado estável. Sujeito a pequenas alterações.","2",2011,18,"2","2"
"3417","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,18,"0","0"
"3418","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3419","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3420","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3421","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3422","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3423","Brasil","Dado estável. Sujeito a pequenas alterações.","8",2011,19,"8","8"
"3424","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3425","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3426","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3427","Goiás","Dado estável. Sujeito a pequenas alterações.","2",2011,19,"2","2"
"3428","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3429","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3430","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3431","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","1",2011,19,"1","1"
"3432","Paraná","Dado estável. Sujeito a pequenas alterações.","2",2011,19,"2","2"
"3433","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3434","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3435","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3436","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3437","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3438","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","1",2011,19,"1","1"
"3439","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3440","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3441","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3442","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3443","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3444","São Paulo","Dado estável. Sujeito a pequenas alterações.","2",2011,19,"2","2"
"3445","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,19,"0","0"
"3446","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3447","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3448","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3449","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3450","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3451","Brasil","Dado estável. Sujeito a pequenas alterações.","5",2011,20,"5","5"
"3452","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3453","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3454","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3455","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3456","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3457","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3458","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3459","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3460","Paraná","Dado estável. Sujeito a pequenas alterações.","1",2011,20,"1","1"
"3461","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3462","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3463","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3464","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3465","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3466","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","2",2011,20,"2","2"
"3467","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3468","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3469","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3470","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","1",2011,20,"1","1"
"3471","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3472","São Paulo","Dado estável. Sujeito a pequenas alterações.","1",2011,20,"1","1"
"3473","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,20,"0","0"
"3474","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3475","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3476","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3477","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3478","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3479","Brasil","Dado estável. Sujeito a pequenas alterações.","5",2011,21,"5","5"
"3480","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3481","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3482","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3483","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3484","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3485","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3486","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3487","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3488","Paraná","Dado estável. Sujeito a pequenas alterações.","1",2011,21,"1","1"
"3489","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3490","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3491","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3492","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3493","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3494","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","2",2011,21,"2","2"
"3495","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3496","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3497","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3498","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3499","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3500","São Paulo","Dado estável. Sujeito a pequenas alterações.","2",2011,21,"2","2"
"3501","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,21,"0","0"
"3502","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3503","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3504","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3505","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3506","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3507","Brasil","Dado estável. Sujeito a pequenas alterações.","12",2011,22,"12","12"
"3508","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3509","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3510","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3511","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3512","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3513","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3514","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3515","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","1",2011,22,"1","1"
"3516","Paraná","Dado estável. Sujeito a pequenas alterações.","1",2011,22,"1","1"
"3517","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3518","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3519","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3520","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3521","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3522","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","8",2011,22,"8","8"
"3523","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3524","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3525","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3526","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","1",2011,22,"1","1"
"3527","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3528","São Paulo","Dado estável. Sujeito a pequenas alterações.","1",2011,22,"1","1"
"3529","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,22,"0","0"
"3530","Acre","Dado estável. Sujeito a pequenas alterações.","1",2011,23,"1","1"
"3531","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3532","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3533","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3534","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3535","Brasil","Dado estável. Sujeito a pequenas alterações.","28",2011,23,"28","28"
"3536","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3537","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","1",2011,23,"1","1"
"3538","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3539","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3540","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3541","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3542","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3543","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","1",2011,23,"1","1"
"3544","Paraná","Dado estável. Sujeito a pequenas alterações.","1",2011,23,"1","1"
"3545","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3546","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3547","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3548","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3549","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3550","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","20",2011,23,"20","20"
"3551","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3552","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3553","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3554","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","2",2011,23,"2","2"
"3555","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3556","São Paulo","Dado estável. Sujeito a pequenas alterações.","2",2011,23,"2","2"
"3557","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,23,"0","0"
"3558","Acre","Dado estável. Sujeito a pequenas alterações.","2",2011,24,"2","2"
"3559","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3560","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3561","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3562","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3563","Brasil","Dado estável. Sujeito a pequenas alterações.","41",2011,24,"41","41"
"3564","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3565","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3566","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3567","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3568","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3569","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3570","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3571","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3572","Paraná","Dado estável. Sujeito a pequenas alterações.","3",2011,24,"3","3"
"3573","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3574","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3575","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3576","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3577","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3578","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","35",2011,24,"35","35"
"3579","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3580","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3581","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3582","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3583","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3584","São Paulo","Dado estável. Sujeito a pequenas alterações.","1",2011,24,"1","1"
"3585","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,24,"0","0"
"3586","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3587","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3588","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3589","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3590","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3591","Brasil","Dado estável. Sujeito a pequenas alterações.","36",2011,25,"36","36"
"3592","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3593","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3594","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3595","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3596","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3597","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3598","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3599","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","3",2011,25,"3","3"
"3600","Paraná","Dado estável. Sujeito a pequenas alterações.","2",2011,25,"2","2"
"3601","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3602","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3603","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3604","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3605","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3606","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","25",2011,25,"25","25"
"3607","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","1",2011,25,"1","1"
"3608","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3609","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3610","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3611","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3612","São Paulo","Dado estável. Sujeito a pequenas alterações.","5",2011,25,"5","5"
"3613","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3614","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3615","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3616","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3617","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
