"","UF","status","n","year","week","min","max"
"9674","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","2",2015,34,"2","2"
"9675","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","9",2015,34,"9","9"
"9676","Paraná","Dado estável. Sujeito a pequenas alterações.","48",2015,34,"48","48"
"9677","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2015,34,"0","0"
"9678","Pará","Dado estável. Sujeito a pequenas alterações.","0",2015,34,"0","0"
"9679","Pernambuco","Dado estável. Sujeito a pequenas alterações.","14",2015,34,"14","14"
"9680","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2015,34,"0","0"
"9681","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","3",2015,34,"3","3"
"9682","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","50",2015,34,"50","50"
"9683","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","3",2015,34,"3","3"
"9684","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2015,34,"0","0"
"9685","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,34,"0","0"
"9686","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","5",2015,34,"5","5"
"9687","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2015,34,"0","0"
"9688","São Paulo","Dado estável. Sujeito a pequenas alterações.","51",2015,34,"51","51"
"9689","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,34,"0","0"
"9690","Acre","Dado estável. Sujeito a pequenas alterações.","2",2015,35,"2","2"
"9691","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9692","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9693","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9694","Bahia","Dado estável. Sujeito a pequenas alterações.","6",2015,35,"6","6"
"9695","Brasil","Dado estável. Sujeito a pequenas alterações.","193",2015,35,"193","193"
"9696","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9697","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","3",2015,35,"3","3"
"9698","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9699","Goiás","Dado estável. Sujeito a pequenas alterações.","4",2015,35,"4","4"
"9700","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9701","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","1",2015,35,"1","1"
"9702","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","3",2015,35,"3","3"
"9703","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","12",2015,35,"12","12"
"9704","Paraná","Dado estável. Sujeito a pequenas alterações.","56",2015,35,"56","56"
"9705","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9706","Pará","Dado estável. Sujeito a pequenas alterações.","2",2015,35,"2","2"
"9707","Pernambuco","Dado estável. Sujeito a pequenas alterações.","16",2015,35,"16","16"
"9708","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9709","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","1",2015,35,"1","1"
"9710","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","44",2015,35,"44","44"
"9711","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","2",2015,35,"2","2"
"9712","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9713","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9714","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","6",2015,35,"6","6"
"9715","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9716","São Paulo","Dado estável. Sujeito a pequenas alterações.","35",2015,35,"35","35"
"9717","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,35,"0","0"
"9718","Acre","Dado estável. Sujeito a pequenas alterações.","1",2015,36,"1","1"
"9719","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,36,"0","0"
"9720","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,36,"0","0"
"9721","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2015,36,"0","0"
"9722","Bahia","Dado estável. Sujeito a pequenas alterações.","5",2015,36,"5","5"
"9723","Brasil","Dado estável. Sujeito a pequenas alterações.","165",2015,36,"165","165"
"9724","Ceará","Dado estável. Sujeito a pequenas alterações.","2",2015,36,"2","2"
"9725","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2015,36,"0","0"
"9726","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","1",2015,36,"1","1"
"9727","Goiás","Dado estável. Sujeito a pequenas alterações.","7",2015,36,"7","7"
"9728","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2015,36,"0","0"
"9729","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","1",2015,36,"1","1"
"9730","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","3",2015,36,"3","3"
"9731","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","10",2015,36,"10","10"
"9732","Paraná","Dado estável. Sujeito a pequenas alterações.","39",2015,36,"39","39"
"9733","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2015,36,"0","0"
"9734","Pará","Dado estável. Sujeito a pequenas alterações.","3",2015,36,"3","3"
"9735","Pernambuco","Dado estável. Sujeito a pequenas alterações.","14",2015,36,"14","14"
"9736","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2015,36,"0","0"
"9737","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","2",2015,36,"2","2"
"9738","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","34",2015,36,"34","34"
"9739","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","1",2015,36,"1","1"
"9740","Rondônia","Dado estável. Sujeito a pequenas alterações.","1",2015,36,"1","1"
"9741","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,36,"0","0"
"9742","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","11",2015,36,"11","11"
"9743","Sergipe","Dado estável. Sujeito a pequenas alterações.","1",2015,36,"1","1"
"9744","São Paulo","Dado estável. Sujeito a pequenas alterações.","29",2015,36,"29","29"
"9745","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,36,"0","0"
"9746","Acre","Dado estável. Sujeito a pequenas alterações.","0",2015,37,"0","0"
"9747","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,37,"0","0"
"9748","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,37,"0","0"
"9749","Amazonas","Dado estável. Sujeito a pequenas alterações.","1",2015,37,"1","1"
"9750","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2015,37,"0","0"
"9751","Brasil","Dado estável. Sujeito a pequenas alterações.","173",2015,37,"173","173"
"9752","Ceará","Dado estável. Sujeito a pequenas alterações.","1",2015,37,"1","1"
"9753","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","2",2015,37,"2","2"
"9754","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","1",2015,37,"1","1"
"9755","Goiás","Dado estável. Sujeito a pequenas alterações.","4",2015,37,"4","4"
"9756","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2015,37,"0","0"
"9757","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","1",2015,37,"1","1"
"9758","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","3",2015,37,"3","3"
"9759","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","10",2015,37,"10","10"
"9760","Paraná","Dado estável. Sujeito a pequenas alterações.","41",2015,37,"41","41"
"9761","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2015,37,"0","0"
"9762","Pará","Dado estável. Sujeito a pequenas alterações.","3",2015,37,"3","3"
"9763","Pernambuco","Dado estável. Sujeito a pequenas alterações.","17",2015,37,"17","17"
"9764","Piauí","Dado estável. Sujeito a pequenas alterações.","2",2015,37,"2","2"
"9765","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","3",2015,37,"3","3"
"9766","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","38",2015,37,"38","38"
"9767","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","1",2015,37,"1","1"
"9768","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2015,37,"0","0"
"9769","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,37,"0","0"
"9770","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","6",2015,37,"6","6"
"9771","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2015,37,"0","0"
"9772","São Paulo","Dado estável. Sujeito a pequenas alterações.","39",2015,37,"39","39"
"9773","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,37,"0","0"
"9774","Acre","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9775","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9776","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9777","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9778","Bahia","Dado estável. Sujeito a pequenas alterações.","8",2015,38,"8","8"
"9779","Brasil","Dado estável. Sujeito a pequenas alterações.","132",2015,38,"132","132"
"9780","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9781","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9782","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","2",2015,38,"2","2"
"9783","Goiás","Dado estável. Sujeito a pequenas alterações.","4",2015,38,"4","4"
"9784","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9785","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9786","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","3",2015,38,"3","3"
"9787","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","2",2015,38,"2","2"
"9788","Paraná","Dado estável. Sujeito a pequenas alterações.","34",2015,38,"34","34"
"9789","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9790","Pará","Dado estável. Sujeito a pequenas alterações.","1",2015,38,"1","1"
"9791","Pernambuco","Dado estável. Sujeito a pequenas alterações.","15",2015,38,"15","15"
"9792","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9793","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","2",2015,38,"2","2"
"9794","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","30",2015,38,"30","30"
"9795","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","3",2015,38,"3","3"
"9796","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9797","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9798","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","10",2015,38,"10","10"
"9799","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9800","São Paulo","Dado estável. Sujeito a pequenas alterações.","18",2015,38,"18","18"
"9801","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,38,"0","0"
"9802","Acre","Dado estável. Sujeito a pequenas alterações.","2",2015,39,"2","2"
"9803","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9804","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9805","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9806","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9807","Brasil","Dado estável. Sujeito a pequenas alterações.","142",2015,39,"142","142"
"9808","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9809","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","2",2015,39,"2","2"
"9810","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9811","Goiás","Dado estável. Sujeito a pequenas alterações.","5",2015,39,"5","5"
"9812","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9813","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","2",2015,39,"2","2"
"9814","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","5",2015,39,"5","5"
"9815","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","13",2015,39,"13","13"
"9816","Paraná","Dado estável. Sujeito a pequenas alterações.","23",2015,39,"23","23"
"9817","Paraíba","Dado estável. Sujeito a pequenas alterações.","1",2015,39,"1","1"
"9818","Pará","Dado estável. Sujeito a pequenas alterações.","2",2015,39,"2","2"
"9819","Pernambuco","Dado estável. Sujeito a pequenas alterações.","13",2015,39,"13","13"
"9820","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9821","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","1",2015,39,"1","1"
"9822","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","41",2015,39,"41","41"
"9823","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","3",2015,39,"3","3"
"9824","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9825","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9826","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","8",2015,39,"8","8"
"9827","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9828","São Paulo","Dado estável. Sujeito a pequenas alterações.","21",2015,39,"21","21"
"9829","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,39,"0","0"
"9830","Acre","Dado estável. Sujeito a pequenas alterações.","4",2015,40,"4","4"
"9831","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,40,"0","0"
"9832","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,40,"0","0"
"9833","Amazonas","Dado estável. Sujeito a pequenas alterações.","1",2015,40,"1","1"
"9834","Bahia","Dado estável. Sujeito a pequenas alterações.","2",2015,40,"2","2"
"9835","Brasil","Dado estável. Sujeito a pequenas alterações.","161",2015,40,"161","161"
"9836","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2015,40,"0","0"
"9837","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","1",2015,40,"1","1"
"9838","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","1",2015,40,"1","1"
"9839","Goiás","Dado estável. Sujeito a pequenas alterações.","1",2015,40,"1","1"
"9840","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2015,40,"0","0"
"9841","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2015,40,"0","0"
"9842","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","6",2015,40,"6","6"
"9843","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","15",2015,40,"15","15"
"9844","Paraná","Dado estável. Sujeito a pequenas alterações.","30",2015,40,"30","30"
"9845","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2015,40,"0","0"
"9846","Pará","Dado estável. Sujeito a pequenas alterações.","0",2015,40,"0","0"
"9847","Pernambuco","Dado estável. Sujeito a pequenas alterações.","14",2015,40,"14","14"
"9848","Piauí","Dado estável. Sujeito a pequenas alterações.","1",2015,40,"1","1"
"9849","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","2",2015,40,"2","2"
"9850","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","41",2015,40,"41","41"
"9851","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","3",2015,40,"3","3"
"9852","Rondônia","Dado estável. Sujeito a pequenas alterações.","1",2015,40,"1","1"
"9853","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,40,"0","0"
"9854","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","4",2015,40,"4","4"
"9855","Sergipe","Dado estável. Sujeito a pequenas alterações.","1",2015,40,"1","1"
"9856","São Paulo","Dado estável. Sujeito a pequenas alterações.","33",2015,40,"33","33"
"9857","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,40,"0","0"
"9858","Acre","Dado estável. Sujeito a pequenas alterações.","2",2015,41,"2","2"
"9859","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9860","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9861","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9862","Bahia","Dado estável. Sujeito a pequenas alterações.","4",2015,41,"4","4"
"9863","Brasil","Dado estável. Sujeito a pequenas alterações.","156",2015,41,"156","156"
"9864","Ceará","Dado estável. Sujeito a pequenas alterações.","3",2015,41,"3","3"
"9865","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9866","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","1",2015,41,"1","1"
"9867","Goiás","Dado estável. Sujeito a pequenas alterações.","6",2015,41,"6","6"
"9868","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9869","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","2",2015,41,"2","2"
"9870","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","1",2015,41,"1","1"
"9871","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","11",2015,41,"11","11"
"9872","Paraná","Dado estável. Sujeito a pequenas alterações.","21",2015,41,"21","21"
"9873","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9874","Pará","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9875","Pernambuco","Dado estável. Sujeito a pequenas alterações.","16",2015,41,"16","16"
"9876","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9877","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","1",2015,41,"1","1"
"9878","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","43",2015,41,"43","43"
"9879","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","2",2015,41,"2","2"
"9880","Rondônia","Dado estável. Sujeito a pequenas alterações.","1",2015,41,"1","1"
"9881","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9882","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","13",2015,41,"13","13"
"9883","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9884","São Paulo","Dado estável. Sujeito a pequenas alterações.","29",2015,41,"29","29"
"9885","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,41,"0","0"
"9886","Acre","Dado estável. Sujeito a pequenas alterações.","0",2015,42,"0","0"
"9887","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,42,"0","0"
"9888","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,42,"0","0"
"9889","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2015,42,"0","0"
"9890","Bahia","Dado estável. Sujeito a pequenas alterações.","5",2015,42,"5","5"
"9891","Brasil","Dado estável. Sujeito a pequenas alterações.","142",2015,42,"142","142"
"9892","Ceará","Dado estável. Sujeito a pequenas alterações.","1",2015,42,"1","1"
"9893","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","2",2015,42,"2","2"
"9894","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","1",2015,42,"1","1"
"9895","Goiás","Dado estável. Sujeito a pequenas alterações.","1",2015,42,"1","1"
"9896","Maranhão","Dado estável. Sujeito a pequenas alterações.","1",2015,42,"1","1"
"9897","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","2",2015,42,"2","2"
"9898","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","2",2015,42,"2","2"
"9899","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","11",2015,42,"11","11"
"9900","Paraná","Dado estável. Sujeito a pequenas alterações.","21",2015,42,"21","21"
"9901","Paraíba","Dado estável. Sujeito a pequenas alterações.","1",2015,42,"1","1"
"9902","Pará","Dado estável. Sujeito a pequenas alterações.","0",2015,42,"0","0"
"9903","Pernambuco","Dado estável. Sujeito a pequenas alterações.","11",2015,42,"11","11"
"9904","Piauí","Dado estável. Sujeito a pequenas alterações.","3",2015,42,"3","3"
"9905","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2015,42,"0","0"
"9906","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","32",2015,42,"32","32"
"9907","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","5",2015,42,"5","5"
"9908","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2015,42,"0","0"
"9909","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,42,"0","0"
"9910","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","9",2015,42,"9","9"
"9911","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2015,42,"0","0"
"9912","São Paulo","Dado estável. Sujeito a pequenas alterações.","34",2015,42,"34","34"
"9913","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,42,"0","0"
"9914","Acre","Dado estável. Sujeito a pequenas alterações.","1",2015,43,"1","1"
"9915","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9916","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9917","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9918","Bahia","Dado estável. Sujeito a pequenas alterações.","6",2015,43,"6","6"
"9919","Brasil","Dado estável. Sujeito a pequenas alterações.","128",2015,43,"128","128"
"9920","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9921","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9922","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9923","Goiás","Dado estável. Sujeito a pequenas alterações.","2",2015,43,"2","2"
"9924","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9925","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","1",2015,43,"1","1"
"9926","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9927","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","10",2015,43,"10","10"
"9928","Paraná","Dado estável. Sujeito a pequenas alterações.","15",2015,43,"15","15"
"9929","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9930","Pará","Dado estável. Sujeito a pequenas alterações.","1",2015,43,"1","1"
"9931","Pernambuco","Dado estável. Sujeito a pequenas alterações.","15",2015,43,"15","15"
"9932","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9933","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9934","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","38",2015,43,"38","38"
"9935","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","6",2015,43,"6","6"
"9936","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9937","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9938","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","8",2015,43,"8","8"
"9939","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9940","São Paulo","Dado estável. Sujeito a pequenas alterações.","25",2015,43,"25","25"
"9941","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,43,"0","0"
"9942","Acre","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9943","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9944","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9945","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9946","Bahia","Dado estável. Sujeito a pequenas alterações.","6",2015,44,"6","6"
"9947","Brasil","Dado estável. Sujeito a pequenas alterações.","125",2015,44,"125","125"
"9948","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9949","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9950","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","3",2015,44,"3","3"
"9951","Goiás","Dado estável. Sujeito a pequenas alterações.","6",2015,44,"6","6"
"9952","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9953","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","1",2015,44,"1","1"
"9954","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9955","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","15",2015,44,"15","15"
"9956","Paraná","Dado estável. Sujeito a pequenas alterações.","15",2015,44,"15","15"
"9957","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9958","Pará","Dado estável. Sujeito a pequenas alterações.","1",2015,44,"1","1"
"9959","Pernambuco","Dado estável. Sujeito a pequenas alterações.","14",2015,44,"14","14"
"9960","Piauí","Dado estável. Sujeito a pequenas alterações.","1",2015,44,"1","1"
"9961","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9962","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","29",2015,44,"29","29"
"9963","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","5",2015,44,"5","5"
"9964","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9965","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9966","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","5",2015,44,"5","5"
"9967","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9968","São Paulo","Dado estável. Sujeito a pequenas alterações.","24",2015,44,"24","24"
"9969","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2015,44,"0","0"
"9970","Acre","Dado estável. Sujeito a pequenas alterações.","1",2015,45,"1","1"
"9971","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2015,45,"0","0"
"9972","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2015,45,"0","0"
"9973","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2015,45,"0","0"
"9974","Bahia","Dado estável. Sujeito a pequenas alterações.","3",2015,45,"3","3"
"9975","Brasil","Dado estável. Sujeito a pequenas alterações.","133",2015,45,"133","133"
"9976","Ceará","Dado estável. Sujeito a pequenas alterações.","2",2015,45,"2","2"
"9977","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2015,45,"0","0"
"9978","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2015,45,"0","0"
"9979","Goiás","Dado estável. Sujeito a pequenas alterações.","1",2015,45,"1","1"
"9980","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2015,45,"0","0"
"9981","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2015,45,"0","0"
"9982","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","4",2015,45,"4","4"
"9983","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","12",2015,45,"12","12"
"9984","Paraná","Dado estável. Sujeito a pequenas alterações.","24",2015,45,"24","24"
"9985","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2015,45,"0","0"
