"","UF","status","n","year","week","min","max"
"3600","Paraná","Dado estável. Sujeito a pequenas alterações.","25",2011,25,"25","25"
"3601","Paraíba","Dado estável. Sujeito a pequenas alterações.","1",2011,25,"1","1"
"3602","Pará","Dado estável. Sujeito a pequenas alterações.","2",2011,25,"2","2"
"3603","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3604","Piauí","Dado estável. Sujeito a pequenas alterações.","1",2011,25,"1","1"
"3605","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","1",2011,25,"1","1"
"3606","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","101",2011,25,"101","101"
"3607","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","7",2011,25,"7","7"
"3608","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3609","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3610","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","6",2011,25,"6","6"
"3611","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3612","São Paulo","Dado estável. Sujeito a pequenas alterações.","20",2011,25,"20","20"
"3613","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,25,"0","0"
"3614","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3615","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3616","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3617","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3618","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3619","Brasil","Dado estável. Sujeito a pequenas alterações.","186",2011,26,"186","186"
"3620","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3621","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","1",2011,26,"1","1"
"3622","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3623","Goiás","Dado estável. Sujeito a pequenas alterações.","3",2011,26,"3","3"
"3624","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3625","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3626","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","1",2011,26,"1","1"
"3627","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","18",2011,26,"18","18"
"3628","Paraná","Dado estável. Sujeito a pequenas alterações.","22",2011,26,"22","22"
"3629","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3630","Pará","Dado estável. Sujeito a pequenas alterações.","2",2011,26,"2","2"
"3631","Pernambuco","Dado estável. Sujeito a pequenas alterações.","1",2011,26,"1","1"
"3632","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3633","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","1",2011,26,"1","1"
"3634","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","101",2011,26,"101","101"
"3635","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","6",2011,26,"6","6"
"3636","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3637","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3638","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","7",2011,26,"7","7"
"3639","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3640","São Paulo","Dado estável. Sujeito a pequenas alterações.","23",2011,26,"23","23"
"3641","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,26,"0","0"
"3642","Acre","Dado estável. Sujeito a pequenas alterações.","3",2011,27,"3","3"
"3643","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3644","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3645","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3646","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3647","Brasil","Dado estável. Sujeito a pequenas alterações.","159",2011,27,"159","159"
"3648","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3649","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","1",2011,27,"1","1"
"3650","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3651","Goiás","Dado estável. Sujeito a pequenas alterações.","2",2011,27,"2","2"
"3652","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3653","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3654","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","1",2011,27,"1","1"
"3655","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","16",2011,27,"16","16"
"3656","Paraná","Dado estável. Sujeito a pequenas alterações.","21",2011,27,"21","21"
"3657","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3658","Pará","Dado estável. Sujeito a pequenas alterações.","1",2011,27,"1","1"
"3659","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3660","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3661","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3662","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","82",2011,27,"82","82"
"3663","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3664","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3665","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3666","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","8",2011,27,"8","8"
"3667","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3668","São Paulo","Dado estável. Sujeito a pequenas alterações.","24",2011,27,"24","24"
"3669","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,27,"0","0"
"3670","Acre","Dado estável. Sujeito a pequenas alterações.","1",2011,28,"1","1"
"3671","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3672","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3673","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3674","Bahia","Dado estável. Sujeito a pequenas alterações.","1",2011,28,"1","1"
"3675","Brasil","Dado estável. Sujeito a pequenas alterações.","173",2011,28,"173","173"
"3676","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3677","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3678","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3679","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3680","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3681","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3682","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3683","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","22",2011,28,"22","22"
"3684","Paraná","Dado estável. Sujeito a pequenas alterações.","23",2011,28,"23","23"
"3685","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3686","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3687","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3688","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3689","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3690","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","88",2011,28,"88","88"
"3691","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","3",2011,28,"3","3"
"3692","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3693","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3694","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","16",2011,28,"16","16"
"3695","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3696","São Paulo","Dado estável. Sujeito a pequenas alterações.","19",2011,28,"19","19"
"3697","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,28,"0","0"
"3698","Acre","Dado estável. Sujeito a pequenas alterações.","1",2011,29,"1","1"
"3699","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3700","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3701","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3702","Bahia","Dado estável. Sujeito a pequenas alterações.","1",2011,29,"1","1"
"3703","Brasil","Dado estável. Sujeito a pequenas alterações.","160",2011,29,"160","160"
"3704","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3705","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3706","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3707","Goiás","Dado estável. Sujeito a pequenas alterações.","1",2011,29,"1","1"
"3708","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3709","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3710","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","1",2011,29,"1","1"
"3711","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","31",2011,29,"31","31"
"3712","Paraná","Dado estável. Sujeito a pequenas alterações.","15",2011,29,"15","15"
"3713","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3714","Pará","Dado estável. Sujeito a pequenas alterações.","1",2011,29,"1","1"
"3715","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3716","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3717","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3718","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","84",2011,29,"84","84"
"3719","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","1",2011,29,"1","1"
"3720","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3721","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3722","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","12",2011,29,"12","12"
"3723","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3724","São Paulo","Dado estável. Sujeito a pequenas alterações.","12",2011,29,"12","12"
"3725","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,29,"0","0"
"3726","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3727","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3728","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3729","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3730","Bahia","Dado estável. Sujeito a pequenas alterações.","2",2011,30,"2","2"
"3731","Brasil","Dado estável. Sujeito a pequenas alterações.","137",2011,30,"137","137"
"3732","Ceará","Dado estável. Sujeito a pequenas alterações.","1",2011,30,"1","1"
"3733","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","1",2011,30,"1","1"
"3734","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3735","Goiás","Dado estável. Sujeito a pequenas alterações.","3",2011,30,"3","3"
"3736","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3737","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3738","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3739","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","21",2011,30,"21","21"
"3740","Paraná","Dado estável. Sujeito a pequenas alterações.","14",2011,30,"14","14"
"3741","Paraíba","Dado estável. Sujeito a pequenas alterações.","1",2011,30,"1","1"
"3742","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3743","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3744","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3745","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3746","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","77",2011,30,"77","77"
"3747","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3748","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3749","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3750","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","9",2011,30,"9","9"
"3751","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3752","São Paulo","Dado estável. Sujeito a pequenas alterações.","8",2011,30,"8","8"
"3753","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,30,"0","0"
"3754","Acre","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3755","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3756","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3757","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3758","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3759","Brasil","Dado estável. Sujeito a pequenas alterações.","121",2011,31,"121","121"
"3760","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3761","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","1",2011,31,"1","1"
"3762","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3763","Goiás","Dado estável. Sujeito a pequenas alterações.","4",2011,31,"4","4"
"3764","Maranhão","Dado estável. Sujeito a pequenas alterações.","1",2011,31,"1","1"
"3765","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3766","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3767","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","27",2011,31,"27","27"
"3768","Paraná","Dado estável. Sujeito a pequenas alterações.","12",2011,31,"12","12"
"3769","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3770","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3771","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3772","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3773","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3774","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","58",2011,31,"58","58"
"3775","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","1",2011,31,"1","1"
"3776","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3777","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3778","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","5",2011,31,"5","5"
"3779","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3780","São Paulo","Dado estável. Sujeito a pequenas alterações.","12",2011,31,"12","12"
"3781","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,31,"0","0"
"3782","Acre","Dado estável. Sujeito a pequenas alterações.","1",2011,32,"1","1"
"3783","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3784","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3785","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3786","Bahia","Dado estável. Sujeito a pequenas alterações.","2",2011,32,"2","2"
"3787","Brasil","Dado estável. Sujeito a pequenas alterações.","119",2011,32,"119","119"
"3788","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3789","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","3",2011,32,"3","3"
"3790","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","1",2011,32,"1","1"
"3791","Goiás","Dado estável. Sujeito a pequenas alterações.","2",2011,32,"2","2"
"3792","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3793","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3794","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","3",2011,32,"3","3"
"3795","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","33",2011,32,"33","33"
"3796","Paraná","Dado estável. Sujeito a pequenas alterações.","10",2011,32,"10","10"
"3797","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3798","Pará","Dado estável. Sujeito a pequenas alterações.","1",2011,32,"1","1"
"3799","Pernambuco","Dado estável. Sujeito a pequenas alterações.","1",2011,32,"1","1"
"3800","Piauí","Dado estável. Sujeito a pequenas alterações.","1",2011,32,"1","1"
"3801","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3802","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","36",2011,32,"36","36"
"3803","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","3",2011,32,"3","3"
"3804","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3805","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3806","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","5",2011,32,"5","5"
"3807","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3808","São Paulo","Dado estável. Sujeito a pequenas alterações.","17",2011,32,"17","17"
"3809","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,32,"0","0"
"3810","Acre","Dado estável. Sujeito a pequenas alterações.","6",2011,33,"6","6"
"3811","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3812","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3813","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3814","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3815","Brasil","Dado estável. Sujeito a pequenas alterações.","127",2011,33,"127","127"
"3816","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3817","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","2",2011,33,"2","2"
"3818","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3819","Goiás","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3820","Maranhão","Dado estável. Sujeito a pequenas alterações.","1",2011,33,"1","1"
"3821","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3822","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3823","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","44",2011,33,"44","44"
"3824","Paraná","Dado estável. Sujeito a pequenas alterações.","9",2011,33,"9","9"
"3825","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3826","Pará","Dado estável. Sujeito a pequenas alterações.","1",2011,33,"1","1"
"3827","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3828","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3829","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3830","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","36",2011,33,"36","36"
"3831","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","4",2011,33,"4","4"
"3832","Rondônia","Dado estável. Sujeito a pequenas alterações.","1",2011,33,"1","1"
"3833","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3834","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","4",2011,33,"4","4"
"3835","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3836","São Paulo","Dado estável. Sujeito a pequenas alterações.","19",2011,33,"19","19"
"3837","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,33,"0","0"
"3838","Acre","Dado estável. Sujeito a pequenas alterações.","4",2011,34,"4","4"
"3839","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3840","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3841","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3842","Bahia","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3843","Brasil","Dado estável. Sujeito a pequenas alterações.","95",2011,34,"95","95"
"3844","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3845","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3846","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","1",2011,34,"1","1"
"3847","Goiás","Dado estável. Sujeito a pequenas alterações.","2",2011,34,"2","2"
"3848","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3849","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","1",2011,34,"1","1"
"3850","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3851","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","34",2011,34,"34","34"
"3852","Paraná","Dado estável. Sujeito a pequenas alterações.","11",2011,34,"11","11"
"3853","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3854","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3855","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3856","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3857","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","1",2011,34,"1","1"
"3858","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","19",2011,34,"19","19"
"3859","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","2",2011,34,"2","2"
"3860","Rondônia","Dado estável. Sujeito a pequenas alterações.","1",2011,34,"1","1"
"3861","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3862","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","9",2011,34,"9","9"
"3863","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3864","São Paulo","Dado estável. Sujeito a pequenas alterações.","10",2011,34,"10","10"
"3865","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,34,"0","0"
"3866","Acre","Dado estável. Sujeito a pequenas alterações.","2",2011,35,"2","2"
"3867","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3868","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3869","Amazonas","Dado estável. Sujeito a pequenas alterações.","1",2011,35,"1","1"
"3870","Bahia","Dado estável. Sujeito a pequenas alterações.","1",2011,35,"1","1"
"3871","Brasil","Dado estável. Sujeito a pequenas alterações.","91",2011,35,"91","91"
"3872","Ceará","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3873","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3874","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3875","Goiás","Dado estável. Sujeito a pequenas alterações.","2",2011,35,"2","2"
"3876","Maranhão","Dado estável. Sujeito a pequenas alterações.","1",2011,35,"1","1"
"3877","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3878","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","3",2011,35,"3","3"
"3879","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","34",2011,35,"34","34"
"3880","Paraná","Dado estável. Sujeito a pequenas alterações.","17",2011,35,"17","17"
"3881","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3882","Pará","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3883","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3884","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3885","Rio Grande do Norte","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3886","Rio Grande do Sul","Dado estável. Sujeito a pequenas alterações.","17",2011,35,"17","17"
"3887","Rio de Janeiro","Dado estável. Sujeito a pequenas alterações.","1",2011,35,"1","1"
"3888","Rondônia","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3889","Roraima","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3890","Santa Catarina","Dado estável. Sujeito a pequenas alterações.","3",2011,35,"3","3"
"3891","Sergipe","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3892","São Paulo","Dado estável. Sujeito a pequenas alterações.","9",2011,35,"9","9"
"3893","Tocantins","Dado estável. Sujeito a pequenas alterações.","0",2011,35,"0","0"
"3894","Acre","Dado estável. Sujeito a pequenas alterações.","1",2011,36,"1","1"
"3895","Alagoas","Dado estável. Sujeito a pequenas alterações.","0",2011,36,"0","0"
"3896","Amapá","Dado estável. Sujeito a pequenas alterações.","0",2011,36,"0","0"
"3897","Amazonas","Dado estável. Sujeito a pequenas alterações.","0",2011,36,"0","0"
"3898","Bahia","Dado estável. Sujeito a pequenas alterações.","1",2011,36,"1","1"
"3899","Brasil","Dado estável. Sujeito a pequenas alterações.","99",2011,36,"99","99"
"3900","Ceará","Dado estável. Sujeito a pequenas alterações.","2",2011,36,"2","2"
"3901","Distrito Federal","Dado estável. Sujeito a pequenas alterações.","1",2011,36,"1","1"
"3902","Espírito Santo","Dado estável. Sujeito a pequenas alterações.","0",2011,36,"0","0"
"3903","Goiás","Dado estável. Sujeito a pequenas alterações.","1",2011,36,"1","1"
"3904","Maranhão","Dado estável. Sujeito a pequenas alterações.","0",2011,36,"0","0"
"3905","Mato Grosso","Dado estável. Sujeito a pequenas alterações.","0",2011,36,"0","0"
"3906","Mato Grosso do Sul","Dado estável. Sujeito a pequenas alterações.","1",2011,36,"1","1"
"3907","Minas Gerais","Dado estável. Sujeito a pequenas alterações.","36",2011,36,"36","36"
"3908","Paraná","Dado estável. Sujeito a pequenas alterações.","14",2011,36,"14","14"
"3909","Paraíba","Dado estável. Sujeito a pequenas alterações.","0",2011,36,"0","0"
"3910","Pará","Dado estável. Sujeito a pequenas alterações.","1",2011,36,"1","1"
"3911","Pernambuco","Dado estável. Sujeito a pequenas alterações.","0",2011,36,"0","0"
"3912","Piauí","Dado estável. Sujeito a pequenas alterações.","0",2011,36,"0","0"
